,Disease,SVM,SSL,DNN
0,Anisakis,1,0,0
1,Ascaris,0,0,0
2,Babesiosis,0,0,0
3,Buruliulcer,0,0,0
4,Chlamydia Infection,0,0,0
5,Cholera Infection,0,1,0
6,Congo-Crimean HF,0,0,0
7,Coxsackie Infection,0,0,0
8,CreutzfeldtJakobDisease,0,0,0
9,Dracunculus,0,0,0
10,Echinococcus,1,0,1
11,Enterobiasis,0,0,0
12,Epstein Barr Virus,0,0,1
13,Equine encephalitis,0,0,0
14,Fasciola,1,0,0
15,Filariasis,0,0,0
16,Filovirus,0,0,1
17,Giardiasis,0,0,0
18,Gonococcal,1,0,1
19,HendraVirus,0,0,0
20,Hookworm,0,0,0
21,Hymenolepsis,0,0,0
22,Kaposis Sarcoma,0,0,0
23,Lassa Fever,0,0,0
24,Legionellosis,0,0,1
25,Leishmaniasis,0,0,0
26,Leptospirosis,1,0,1
27,Listeriosis,0,0,0
28,Lujo,0,0,0
29,Lyme disease,0,0,0
30,Lymphogranuloma,0,0,0
31,Marburg Hemorrhagic Fever,0,0,0
32,Meningitis,0,0,0
33,NDM-1,0,0,0
34,NipahVirus,0,0,0
35,Onchocerciasis,0,0,0
36,Pertussis,1,0,0
37,Poliomyelitis,1,1,1
38,Q Fever,1,0,1
39,Rickettsiosis,1,0,1
40,Roseolo virus,0,0,0
41,Rubella,0,1,0
42,Saxitoxin Poisoning,0,0,0
43,Scabies,0,0,0
44,Schistosomiasis,0,0,0
45,SchmallenbergVirus,0,0,0
46,Sleeping Sickness,0,0,1
47,Smallpox,1,0,1
48,Strongyloidiasis,0,0,0
49,Tetanus,1,0,0
50,Trachoma,0,0,0
51,Trichinella,0,0,0
52,Trichomoniasis,0,0,0
53,Trichuris,0,0,0
54,Tularemia,0,0,0
55,Visceral Leishmaniasis,0,0,0
56,West Nile Disease,0,0,0
57,Yaws,0,0,0
58,Yellow Fever,1,1,1
