,Disease,SVM,SSL,DNN
0,Anisakis,0,0,0
1,Ascaris,1,0,0
2,Babesiosis,1,0,0
3,Buruliulcer,0,0,0
4,Chagas disease,0,0,0
5,Chikungunya,1,0,0
6,Cholera Infection,1,1,0
7,Coccidioidomycosis,0,0,0
8,Congo-Crimean HF,0,0,0
9,CreutzfeldtJakobDisease,1,0,0
10,Diphtheria,1,1,0
11,Dracunculus,0,0,0
12,Echinococcus,0,0,0
13,Enterobiasis,0,0,0
14,Equine encephalitis,0,0,0
15,Fasciola,0,0,0
16,Fasciolopsiasis,0,0,0
17,Filariasis,1,0,1
18,Filovirus,0,0,0
19,Giardiasis,1,0,0
20,Gonococcal,1,0,0
21,Haemophilus influenzae Infection,1,0,0
22,HendraVirus,0,0,0
23,Hymenolepsis,0,0,0
24,Japanese Encephalitis,0,0,0
25,Lassa Fever,0,0,0
26,Legionellosis,1,0,0
27,Leishmaniasis,0,0,0
28,Leptospirosis,1,0,0
29,Listeriosis,0,0,0
30,Lujo,1,0,0
31,Lyme disease,1,0,0
32,Marburg Hemorrhagic Fever,0,0,0
33,Mumps,1,0,0
34,NDM-1,0,0,0
35,NipahVirus,0,0,0
36,Onchocerciasis,0,0,0
37,Pertussis,1,0,0
38,Rabies,1,1,1
39,Rickettsiosis,1,0,0
40,Roseolo virus,0,0,0
41,Rubella,0,0,0
42,Saxitoxin Poisoning,1,0,0
43,Scabies,1,0,0
44,SchmallenbergVirus,1,0,0
45,Sleeping Sickness,0,0,0
46,Strongyloidiasis,1,0,0
47,Syphilis,0,1,1
48,Tetanus,1,0,0
49,Trachoma,0,0,0
50,Trichinella,0,0,0
51,Trichomoniasis,1,0,0
52,Trichuris,0,0,0
53,Tularemia,0,0,0
54,Visceral Leishmaniasis,0,0,0
55,Yaws,0,0,0
